gene	pas	type	frac.c1	frac.c2
Pllp	chr8:94675441:-	3' most exon	0.869	0.869
Ciapin1	chr8:94822118:-	3' most exon	0.257	0.257
Ciapin1	chr8:94819837:-	3' most exon	0.101	0.101
Ciapin1	chr8:94822561:-	3' most exon	0.642	0.642
Csnk2a2	chr8:95447972:-	3' most exon	0.578	0.578
Csnk2a2	chr8:95449632:-	Intron	0.358	0.358
Csnk2a2	chr8:95449395:-	Intron	0.0631	0.0631
Cnot1	chr8:95719630:-	3' most exon	0.253	0.253
Cnot1	chr8:95720143:-	3' most exon	0.678	0.678
Cnot1	chr8:95720329:-	3' most exon	0.069	0.069
Cdh8	chr8:99028961:-	Intron	0.41	0.41
Cdh8	chr8:99144546:-	Intron	0.358	0.358
Cdh8	chr8:99025956:-	Intron	0.172	0.172
Cdh8	chr8:99110652:-	Intron	0.0598	0.0598
Cdh11	chr8:102632099:-	3' most exon	0.313	0.313
Cdh11	chr8:102633483:-	3' most exon	0.621	0.621
Cdh11	chr8:102632996:-	3' most exon	0.0666	0.0666
Terb1	chr8:104446718:-	3' most exon	0.415	0.415
Terb1	chr8:104446946:-	3' most exon	0.585	0.585
Tradd	chr8:105258368:-	3' most exon	0.0821	0.0821
Tradd	chr8:105258570:-	3' most exon	0.829	0.829
Tradd	chr8:105258250:-	3' most exon	0.0889	0.0889
4931428F04Rik	chr8:105280409:-	3' most exon	0.78	0.78
4931428F04Rik	chr8:105281684:-	3' most exon	0.22	0.22
Lrrc29	chr8:105321820:-	Intron	0.697	0.697
Lrrc29	chr8:105312340:-	3' most exon	0.303	0.303
Gfod2	chr8:105716114:-	3' most exon	0.722	0.722
Gfod2	chr8:105714046:-	3' most exon	0.278	0.278
Slc7a6os	chr8:106200438:-	3' most exon	0.331	0.331
Slc7a6os	chr8:106200717:-	3' most exon	0.669	0.669
Smpd3	chr8:106252548:-	3' most exon	0.681	0.681
Smpd3	chr8:106302322:-	Intron	0.0744	0.0744
Smpd3	chr8:106254930:-	3' most exon	0.122	0.122
Smpd3	chr8:106252784:-	3' most exon	0.123	0.123
Chtf8	chr8:106883892:-	3' most exon	0.889	0.889
Chtf8	chr8:106886103:-	3' most exon	0.111	0.111
Pdf	chr8:107046611:-	3' most exon	0.313	0.313
Pdf	chr8:107046095:-	3' most exon	0.449	0.449
Pdf	chr8:107046901:-	3' most exon	0.238	0.238
Cog8	chr8:107048709:-	3' most exon	0.946	0.946
Cog8	chr8:107055694:-	Intron	0.0539	0.0539
Terf2	chr8:107069437:-	3' most exon	0.768	0.768
Terf2	chr8:107069990:-	3' most exon	0.232	0.232
Nqo1	chr8:107388289:-	3' most exon	0.711	0.711
Nqo1	chr8:107388772:-	3' most exon	0.185	0.185
Nqo1	chr8:107388623:-	3' most exon	0.104	0.104
Nob1	chr8:107412486:-	3' most exon	0.902	0.902
Nob1	chr8:107412602:-	3' most exon	0.0978	0.0978
Psmd7	chr8:107580410:-	3' most exon	0.841	0.841
Psmd7	chr8:107580980:-	3' most exon	0.103	0.103
Psmd7	chr8:107580838:-	3' most exon	0.0567	0.0567
Dhodh	chr8:109593450:-	3' most exon	0.685	0.685
Dhodh	chr8:109593573:-	3' most exon	0.315	0.315
Atxn1l	chr8:109726493:-	3' most exon	0.806	0.806
Atxn1l	chr8:109726705:-	3' most exon	0.194	0.194
Il34	chr8:110741058:-	3' most exon	0.161	0.161
Il34	chr8:110741840:-	3' most exon	0.839	0.839
Sf3b3	chr8:110810492:-	3' most exon	0.944	0.944
Sf3b3	chr8:110810237:-	3' most exon	0.0557	0.0557
Ddx19a	chr8:110975054:-	3' most exon	0.778	0.778
Ddx19a	chr8:110975621:-	3' most exon	0.106	0.106
Ddx19a	chr8:110974541:-	3' most exon	0.116	0.116
Ddx19b	chr8:111003186:-	3' most exon	0.795	0.795
Ddx19b	chr8:111008012:-	3' most exon	0.153	0.153
Ddx19b	chr8:111006655:-	3' most exon	0.0523	0.0523
9430091E24Rik	chr8:111127444:-	3' most exon	0.333	0.333
9430091E24Rik	chr8:111133444:-	Intron	0.353	0.353
9430091E24Rik	chr8:111140954:-	Intron	0.224	0.224
9430091E24Rik	chr8:111128878:-	3' most exon	0.0899	0.0899
Glg1	chr8:111153375:-	3' most exon	0.865	0.865
Glg1	chr8:111156753:-	3' most exon	0.135	0.135
Wdr59	chr8:111448859:-	3' most exon	0.525	0.525
Wdr59	chr8:111450317:-	3' most exon	0.306	0.306
Wdr59	chr8:111448023:-	3' most exon	0.0757	0.0757
Wdr59	chr8:111450206:-	3' most exon	0.093	0.093
Ldhd	chr8:111625672:-	3' most exon	0.162	0.162
Ldhd	chr8:111626275:-	3' most exon	0.579	0.579
Ldhd	chr8:111627491:-	Internal exon	0.116	0.116
Ldhd	chr8:111625501:-	3' most exon	0.0706	0.0706
Ldhd	chr8:111626808:-	3' most exon	0.0721	0.0721
Cfdp1	chr8:111768501:-	3' most exon	0.901	0.901
Cfdp1	chr8:111779402:-	Internal exon	0.0988	0.0988
Tmem231	chr8:111912068:-	3' most exon	0.249	0.249
Tmem231	chr8:111912473:-	3' most exon	0.751	0.751
Adat1	chr8:111966960:-	3' most exon	0.51	0.51
Adat1	chr8:111991784:-	Intron	0.333	0.333
Adat1	chr8:111968187:-	3' most exon	0.157	0.157
Maf	chr8:115703281:-	3' most exon	0.479	0.479
Maf	chr8:115682966:-	3' most exon	0.317	0.317
Maf	chr8:115703508:-	3' most exon	0.204	0.204
Cdyl2	chr8:116568725:-	3' most exon	0.638	0.638
Cdyl2	chr8:116574488:-	3' most exon	0.286	0.286
Cdyl2	chr8:116571140:-	3' most exon	0.0758	0.0758
Cmc2	chr8:116889518:-	3' most exon	0.889	0.889
Cmc2	chr8:116888700:-	3' most exon	0.111	0.111
1700030J22Rik	chr8:116969594:-	3' most exon	0.18	0.18
1700030J22Rik	chr8:116971108:-	3' most exon	0.367	0.367
1700030J22Rik	chr8:116970108:-	3' most exon	0.453	0.453
Mphosph6	chr8:117791642:-	3' most exon	0.912	0.912
Mphosph6	chr8:117794546:-	Intron	0.0878	0.0878
Mbtps1	chr8:119508151:-	3' most exon	0.858	0.858
Mbtps1	chr8:119547326:-	Intron	0.142	0.142
Hsdl1	chr8:119562024:-	3' most exon	0.877	0.877
Hsdl1	chr8:119563778:-	3' most exon	0.123	0.123
Kcng4	chr8:119623859:-	3' most exon	0.748	0.748
Kcng4	chr8:119624661:-	3' most exon	0.252	0.252
Tldc1	chr8:119760135:-	3' most exon	0.552	0.552
Tldc1	chr8:119777748:-	Intron	0.129	0.129
Tldc1	chr8:119760583:-	3' most exon	0.108	0.108
Tldc1	chr8:119760033:-	3' most exon	0.211	0.211
Zdhhc7	chr8:120081095:-	3' most exon	0.935	0.935
Zdhhc7	chr8:120081884:-	3' most exon	0.0654	0.0654
Gins2	chr8:120581264:-	3' most exon	0.854	0.854
Gins2	chr8:120579281:-	3' most exon	0.0955	0.0955
Gins2	chr8:120581548:-	3' most exon	0.0507	0.0507
Emc8	chr8:120657832:-	3' most exon	0.92	0.92
Emc8	chr8:120654753:-	3' most exon	0.0797	0.0797
Mthfsd	chr8:121097591:-	3' most exon	0.484	0.484
Mthfsd	chr8:121104013:-	Intron	0.279	0.279
Mthfsd	chr8:121107719:-	Intron	0.0703	0.0703
Mthfsd	chr8:121097939:-	Intron	0.0829	0.0829
Mthfsd	chr8:121097465:-	3' most exon	0.0831	0.0831
Zcchc14	chr8:121598708:-	3' most exon	0.946	0.946
Zcchc14	chr8:121600389:-	3' most exon	0.0543	0.0543
Car5a	chr8:121929794:-	Intron	0.901	0.901
Car5a	chr8:121918407:-	Intron	0.0986	0.0986
Rnf166	chr8:122466150:-	3' most exon	0.934	0.934
Rnf166	chr8:122475599:-	Intron	0.0663	0.0663
Galns	chr8:122578241:-	3' most exon	0.944	0.944
Galns	chr8:122590762:-	Intron	0.0564	0.0564
Cbfa2t3	chr8:122628739:-	3' most exon	0.497	0.497
Cbfa2t3	chr8:122625138:-	3' most exon	0.158	0.158
Cbfa2t3	chr8:122629976:-	3' most exon	0.237	0.237
Cbfa2t3	chr8:122629404:-	3' most exon	0.0563	0.0563
Cbfa2t3	chr8:122629210:-	3' most exon	0.052	0.052
Ankrd11	chr8:122883321:-	3' most exon	0.581	0.581
Ankrd11	chr8:122897104:-	Intron	0.317	0.317
Ankrd11	chr8:122931514:-	Intron	0.102	0.102
Sult5a1	chr8:123142847:-	3' most exon	0.688	0.688
Sult5a1	chr8:123146196:-	Intron	0.312	0.312
Ccsap	chr8:123840068:-	3' most exon	0.286	0.286
Ccsap	chr8:123840831:-	3' most exon	0.436	0.436
Ccsap	chr8:123840938:-	3' most exon	0.278	0.278
Nup133	chr8:123897123:-	3' most exon	0.176	0.176
Nup133	chr8:123899300:-	3' most exon	0.824	0.824
Abcb10	chr8:123957745:-	Intron	0.604	0.604
Abcb10	chr8:123952459:-	3' most exon	0.396	0.396
Agt	chr8:124556656:-	3' most exon	0.42	0.42
Agt	chr8:124556533:-	3' most exon	0.245	0.245
Agt	chr8:124556773:-	3' most exon	0.335	0.335
2310022B05Rik	chr8:124635808:-	3' most exon	0.881	0.881
2310022B05Rik	chr8:124637633:-	3' most exon	0.119	0.119
2810004N23Rik	chr8:124836950:-	3' most exon	0.239	0.239
2810004N23Rik	chr8:124839414:-	3' most exon	0.607	0.607
2810004N23Rik	chr8:124860946:-	Internal exon	0.0906	0.0906
2810004N23Rik	chr8:124860784:-	Intron	0.0632	0.0632
Exoc8	chr8:124893158:-	3' most exon	0.579	0.579
Exoc8	chr8:124890299:-	3' most exon	0.222	0.222
Exoc8	chr8:124894960:-	3' most exon	0.199	0.199
Egln1	chr8:124908586:-	3' most exon	0.716	0.716
Egln1	chr8:124910247:-	3' most exon	0.284	0.284
Tarbp1	chr8:126424070:-	3' most exon	0.287	0.287
Tarbp1	chr8:126425329:-	3' most exon	0.713	0.713
Irf2bp2	chr8:126588328:-	3' most exon	0.633	0.633
Irf2bp2	chr8:126590656:-	3' most exon	0.367	0.367
Rbm34	chr8:126947181:-	3' most exon	0.388	0.388
Rbm34	chr8:126949024:-	3' most exon	0.316	0.316
Rbm34	chr8:126949151:-	3' most exon	0.296	0.296
Alkbh8	chr9:3391150:+	3' most exon	0.354	0.354
Alkbh8	chr9:3387002:+	3' most exon	0.295	0.295
Alkbh8	chr9:3390669:+	3' most exon	0.255	0.255
Alkbh8	chr9:3390067:+	3' most exon	0.0962	0.0962
Cwf19l2	chr9:3479237:+	3' most exon	0.191	0.191
Cwf19l2	chr9:3478667:+	3' most exon	0.197	0.197
Cwf19l2	chr9:3479130:+	3' most exon	0.613	0.613
Gucy1a2	chr9:3905791:+	3' most exon	0.709	0.709
Gucy1a2	chr9:3896876:+	3' most exon	0.187	0.187
Gucy1a2	chr9:3905161:+	3' most exon	0.104	0.104
Kbtbd3	chr9:4330073:+	3' most exon	0.863	0.863
Kbtbd3	chr9:4342565:+	3' most exon	0.137	0.137
Casp12	chr9:5372026:+	3' most exon	0.619	0.619
Casp12	chr9:5372651:+	3' most exon	0.381	0.381
Pdgfd	chr9:6379269:+	3' most exon	0.101	0.101
Pdgfd	chr9:6377504:+	3' most exon	0.16	0.16
Pdgfd	chr9:6378845:+	3' most exon	0.658	0.658
Pdgfd	chr9:6293888:+	Internal exon	0.0811	0.0811
Dcun1d5	chr9:7207013:+	3' most exon	0.778	0.778
Dcun1d5	chr9:7220880:+	3' most exon	0.1	0.1
Dcun1d5	chr9:7206122:+	Intron	0.122	0.122
Tmem123	chr9:7794273:+	3' most exon	0.865	0.865
Tmem123	chr9:7793523:+	3' most exon	0.135	0.135
Pgr	chr9:8968614:+	3' most exon	0.372	0.372
Pgr	chr9:8977503:+	3' most exon	0.22	0.22
Pgr	chr9:8952826:+	Intron	0.226	0.226
Pgr	chr9:8980348:+	3' most exon	0.0828	0.0828
Pgr	chr9:8975798:+	3' most exon	0.0997	0.0997
Maml2	chr9:13708211:+	3' most exon	0.114	0.114
Maml2	chr9:13709427:+	3' most exon	0.649	0.649
Maml2	chr9:13707231:+	3' most exon	0.236	0.236
Mtmr2	chr9:13806480:+	3' most exon	0.508	0.508
Mtmr2	chr9:13808896:+	3' most exon	0.174	0.174
Mtmr2	chr9:13786089:+	Intron	0.193	0.193
Mtmr2	chr9:13805628:+	3' most exon	0.125	0.125
Fam76b	chr9:13846530:+	3' most exon	0.807	0.807
Fam76b	chr9:13845291:+	3' most exon	0.193	0.193
Sesn3	chr9:14333101:+	3' most exon	0.76	0.76
Sesn3	chr9:14326129:+	3' most exon	0.24	0.24
Cwc15	chr9:14510551:+	3' most exon	0.328	0.328
Cwc15	chr9:14510374:+	3' most exon	0.522	0.522
Cwc15	chr9:14510259:+	3' most exon	0.149	0.149
Mre11a	chr9:14835404:+	3' most exon	0.192	0.192
Mre11a	chr9:14833964:+	3' most exon	0.393	0.393
Mre11a	chr9:14844377:+	3' most exon	0.118	0.118
Mre11a	chr9:14837094:+	3' most exon	0.181	0.181
Mre11a	chr9:14834683:+	3' most exon	0.0568	0.0568
Mre11a	chr9:14833737:+	3' most exon	0.0589	0.0589
Gpr83	chr9:14870789:+	3' most exon	0.728	0.728
Gpr83	chr9:14869476:+	3' most exon	0.272	0.272
Taf1d	chr9:15312105:+	Intron	0.214	0.214
Taf1d	chr9:15316888:+	Intron	0.0521	0.0521
Taf1d	chr9:15314230:+	Intron	0.169	0.169
Taf1d	chr9:15310410:+	Intron	0.18	0.18
Taf1d	chr9:15315603:+	Intron	0.0958	0.0958
Taf1d	chr9:15317011:+	3' most exon	0.0631	0.0631
Taf1d	chr9:15311826:+	Intron	0.226	0.226
Slc36a4	chr9:15742334:+	3' most exon	0.588	0.588
Slc36a4	chr9:15738557:+	3' most exon	0.0746	0.0746
Slc36a4	chr9:15742450:+	3' most exon	0.337	0.337
Chordc1	chr9:18314060:+	3' most exon	0.594	0.594
Chordc1	chr9:18317444:+	3' most exon	0.0949	0.0949
Chordc1	chr9:18302193:+	Intron	0.0969	0.0969
Chordc1	chr9:18315771:+	3' most exon	0.126	0.126
Chordc1	chr9:18312945:+	3' most exon	0.0879	0.0879
Zfp846	chr9:20595135:+	3' most exon	0.403	0.403
Zfp846	chr9:20605404:+	3' most exon	0.121	0.121
Zfp846	chr9:20602473:+	3' most exon	0.177	0.177
Zfp846	chr9:20594255:+	3' most exon	0.0823	0.0823
Zfp846	chr9:20593520:+	3' most exon	0.055	0.055
Zfp846	chr9:20594973:+	3' most exon	0.0503	0.0503
Zfp846	chr9:20595253:+	3' most exon	0.111	0.111
Fbxl12os	chr9:20617277:+	3' most exon	0.172	0.172
Fbxl12os	chr9:20608765:+	Intron	0.131	0.131
Fbxl12os	chr9:20614999:+	Internal exon	0.315	0.315
Fbxl12os	chr9:20607956:+	Intron	0.231	0.231
Fbxl12os	chr9:20616803:+	3' most exon	0.151	0.151
Ubl5	chr9:20646746:+	3' most exon	0.51	0.51
Ubl5	chr9:20645468:+	Internal exon	0.49	0.49
Ppan	chr9:20892178:+	3' most exon	0.933	0.933
Ppan	chr9:20891969:+	3' most exon	0.0674	0.0674
1700084C06Rik	chr9:21104094:+	Intron	0.384	0.384
1700084C06Rik	chr9:21128395:+	Single exon	0.397	0.397
1700084C06Rik	chr9:21101645:+	Intron	0.219	0.219
Pde4a	chr9:21213220:+	3' most exon	0.704	0.704
Pde4a	chr9:21211606:+	3' most exon	0.129	0.129
Pde4a	chr9:21212827:+	3' most exon	0.167	0.167
Slc44a2	chr9:21355028:+	3' most exon	0.939	0.939
Slc44a2	chr9:21334758:+	Intron	0.0608	0.0608
Ilf3	chr9:21405272:+	3' most exon	0.744	0.744
Ilf3	chr9:21401797:+	Intron	0.256	0.256
Dnm2	chr9:21507756:+	3' most exon	0.238	0.238
Dnm2	chr9:21507138:+	Intron	0.762	0.762
Timm29	chr9:21595921:+	3' most exon	0.931	0.931
Timm29	chr9:21595064:+	3' most exon	0.0691	0.0691
Ldlr	chr9:21749886:+	3' most exon	0.874	0.874
Ldlr	chr9:21749667:+	3' most exon	0.126	0.126
Ccdc159	chr9:21936197:+	3' most exon	0.0893	0.0893
Ccdc159	chr9:21928186:+	Intron	0.0616	0.0616
Ccdc159	chr9:21935867:+	3' most exon	0.849	0.849
Swsap1	chr9:21958264:+	3' most exon	0.908	0.908
Swsap1	chr9:21957310:+	3' most exon	0.0922	0.0922
Zfp809	chr9:22243354:+	3' most exon	0.449	0.449
Zfp809	chr9:22242996:+	Intron	0.0732	0.0732
Zfp809	chr9:22239218:+	Internal exon	0.188	0.188
Zfp809	chr9:22241729:+	Intron	0.141	0.141
Zfp809	chr9:22241116:+	Intron	0.0636	0.0636
Zfp809	chr9:22238795:+	Internal exon	0.0854	0.0854
9530077C05Rik	chr9:22444681:+	3' most exon	0.832	0.832
9530077C05Rik	chr9:22425035:+	Intron	0.168	0.168
Bbs9	chr9:22888280:+	3' most exon	0.924	0.924
Bbs9	chr9:22593537:+	Intron	0.0759	0.0759
Sept7	chr9:25308537:+	3' most exon	0.896	0.896
Sept7	chr9:25301495:+	Internal exon	0.104	0.104
Thyn1	chr9:27007290:+	3' most exon	0.644	0.644
Thyn1	chr9:27006447:+	Internal exon	0.356	0.356
Ncapd3	chr9:27095315:+	3' most exon	0.928	0.928
Ncapd3	chr9:27103021:+	3' most exon	0.0718	0.0718
Igsf9b	chr9:27357546:+	3' most exon	0.701	0.701
Igsf9b	chr9:27356334:+	3' most exon	0.299	0.299
Snx19	chr9:30465716:+	3' most exon	0.834	0.834
Snx19	chr9:30466726:+	3' most exon	0.166	0.166
Zbtb44	chr9:31075823:+	3' most exon	0.771	0.771
Zbtb44	chr9:31073128:+	3' most exon	0.229	0.229
Nfrkb	chr9:31421333:+	3' most exon	0.858	0.858
Nfrkb	chr9:31423745:+	3' most exon	0.0856	0.0856
Nfrkb	chr9:31392288:+	Intron	0.0566	0.0566
Arhgap32	chr9:32264726:+	3' most exon	0.133	0.133
Arhgap32	chr9:32265891:+	3' most exon	0.154	0.154
Arhgap32	chr9:32261296:+	3' most exon	0.206	0.206
Arhgap32	chr9:32230051:+	Intron	0.0578	0.0578
Arhgap32	chr9:32262765:+	3' most exon	0.0828	0.0828
Arhgap32	chr9:32264145:+	3' most exon	0.245	0.245
Arhgap32	chr9:32264542:+	3' most exon	0.122	0.122
Ets1	chr9:32757820:+	3' most exon	0.666	0.666
Ets1	chr9:32755482:+	3' most exon	0.0771	0.0771
Ets1	chr9:32756607:+	3' most exon	0.0889	0.0889
Ets1	chr9:32754728:+	3' most exon	0.101	0.101
Ets1	chr9:32757402:+	3' most exon	0.0677	0.0677
Kirrel3	chr9:35036310:+	3' most exon	0.832	0.832
Kirrel3	chr9:34510608:+	Intron	0.168	0.168
Srpr	chr9:35217013:+	3' most exon	0.664	0.664
Srpr	chr9:35212862:+	Internal exon	0.336	0.336
Cdon	chr9:35507599:+	3' most exon	0.866	0.866
Cdon	chr9:35507773:+	3' most exon	0.134	0.134
Pus3	chr9:35567188:+	3' most exon	0.397	0.397
Pus3	chr9:35565253:+	Intron	0.0942	0.0942
Pus3	chr9:35567085:+	3' most exon	0.509	0.509
Hepacam	chr9:37386572:+	3' most exon	0.713	0.713
Hepacam	chr9:37374334:+	Intron	0.0752	0.0752
Hepacam	chr9:37385099:+	3' most exon	0.211	0.211
Msantd2	chr9:37524184:+	3' most exon	0.891	0.891
Msantd2	chr9:37526109:+	3' most exon	0.109	0.109
Vsig2	chr9:37546942:+	3' most exon	0.657	0.657
Vsig2	chr9:37542844:+	Intron	0.343	0.343
Siae	chr9:37648200:+	3' most exon	0.279	0.279
Siae	chr9:37651796:+	3' most exon	0.101	0.101
Siae	chr9:37650242:+	3' most exon	0.0828	0.0828
Siae	chr9:37649056:+	3' most exon	0.0882	0.0882
Siae	chr9:37645168:+	Intron	0.0843	0.0843
Siae	chr9:37647021:+	3' most exon	0.189	0.189
Siae	chr9:37648342:+	3' most exon	0.176	0.176
Vwa5a	chr9:38742994:+	3' most exon	0.181	0.181
Vwa5a	chr9:38748641:+	3' most exon	0.215	0.215
Vwa5a	chr9:38742584:+	3' most exon	0.325	0.325
Vwa5a	chr9:38742767:+	3' most exon	0.173	0.173
Vwa5a	chr9:38743117:+	3' most exon	0.106	0.106
Zfp202	chr9:40213548:+	3' most exon	0.387	0.387
Zfp202	chr9:40213183:+	3' most exon	0.531	0.531
Zfp202	chr9:40212975:+	3' most exon	0.0813	0.0813
Clmp	chr9:40783072:+	3' most exon	0.255	0.255
Clmp	chr9:40785319:+	3' most exon	0.385	0.385
Clmp	chr9:40785553:+	3' most exon	0.141	0.141
Clmp	chr9:40785209:+	3' most exon	0.218	0.218
Hspa8	chr9:40805160:+	3' most exon	0.664	0.664
Hspa8	chr9:40804837:+	Intron	0.336	0.336
Usp2	chr9:44095627:+	3' most exon	0.779	0.779
Usp2	chr9:44093950:+	3' most exon	0.221	0.221
Dpagt1	chr9:44333900:+	3' most exon	0.109	0.109
Dpagt1	chr9:44333600:+	3' most exon	0.891	0.891
Hyou1	chr9:44392365:+	3' most exon	0.207	0.207
Hyou1	chr9:44391680:+	3' most exon	0.189	0.189
Hyou1	chr9:44391299:+	3' most exon	0.195	0.195
Hyou1	chr9:44392187:+	3' most exon	0.325	0.325
Hyou1	chr9:44391518:+	3' most exon	0.0837	0.0837
Bcl9l	chr9:44511901:+	3' most exon	0.583	0.583
Bcl9l	chr9:44510347:+	3' most exon	0.288	0.288
Bcl9l	chr9:44509835:+	3' most exon	0.129	0.129
Mpzl2	chr9:45054015:+	3' most exon	0.854	0.854
Mpzl2	chr9:45052134:+	3' most exon	0.146	0.146
Mpzl3	chr9:45077438:+	3' most exon	0.656	0.656
Mpzl3	chr9:45055859:+	Intron	0.344	0.344
Scn2b	chr9:45130070:+	3' most exon	0.909	0.909
Scn2b	chr9:45126384:+	3' most exon	0.0913	0.0913
Bace1	chr9:45864830:+	3' most exon	0.115	0.115
Bace1	chr9:45862406:+	3' most exon	0.192	0.192
Bace1	chr9:45864344:+	3' most exon	0.272	0.272
Bace1	chr9:45862001:+	3' most exon	0.225	0.225
Bace1	chr9:45862148:+	3' most exon	0.0779	0.0779
Bace1	chr9:45862563:+	3' most exon	0.118	0.118
Pcsk7	chr9:45929723:+	3' most exon	0.921	0.921
Pcsk7	chr9:45932107:+	3' most exon	0.0794	0.0794
Sik3	chr9:46202841:+	Intron	0.616	0.616
Sik3	chr9:46224188:+	3' most exon	0.384	0.384
Zpr1	chr9:46281602:+	3' most exon	0.916	0.916
Zpr1	chr9:46282643:+	3' most exon	0.0841	0.0841
Bud13	chr9:46299936:+	3' most exon	0.229	0.229
Bud13	chr9:46298783:+	3' most exon	0.771	0.771
Cadm1	chr9:47853322:+	3' most exon	0.547	0.547
Cadm1	chr9:47850962:+	3' most exon	0.254	0.254
Cadm1	chr9:47850559:+	3' most exon	0.199	0.199
Nxpe4	chr9:48399933:+	3' most exon	0.924	0.924
Nxpe4	chr9:48399401:+	3' most exon	0.0758	0.0758
Usp28	chr9:49042510:+	3' most exon	0.699	0.699
Usp28	chr9:49043982:+	3' most exon	0.072	0.072
Usp28	chr9:49042399:+	3' most exon	0.229	0.229
Il18	chr9:50581837:+	3' most exon	0.909	0.909
Il18	chr9:50581675:+	3' most exon	0.0906	0.0906
Pih1d2	chr9:50619739:+	Intron	0.428	0.428
Pih1d2	chr9:50618649:+	Internal exon	0.134	0.134
Pih1d2	chr9:50619217:+	Intron	0.439	0.439
Cryab	chr9:50756636:+	3' most exon	0.919	0.919
Cryab	chr9:50756521:+	3' most exon	0.0814	0.0814
Fdxacb1	chr9:50773131:+	3' most exon	0.159	0.159
Fdxacb1	chr9:50772218:+	3' most exon	0.545	0.545
Fdxacb1	chr9:50772681:+	3' most exon	0.296	0.296
Alg9	chr9:50843555:+	3' most exon	0.915	0.915
Alg9	chr9:50849741:+	3' most exon	0.0852	0.0852
Ppp2r1b	chr9:50881247:+	Intron	0.941	0.941
Ppp2r1b	chr9:50879899:+	Intron	0.0585	0.0585
Arhgap20	chr9:51853856:+	3' most exon	0.722	0.722
Arhgap20	chr9:51853062:+	3' most exon	0.117	0.117
Arhgap20	chr9:51852905:+	3' most exon	0.161	0.161
Rdx	chr9:52088684:+	3' most exon	0.669	0.669
Rdx	chr9:52103418:+	3' most exon	0.331	0.331
Exph5	chr9:53381157:+	3' most exon	0.736	0.736
Exph5	chr9:53378797:+	3' most exon	0.264	0.264
Kdelc2	chr9:53401703:+	3' most exon	0.746	0.746
Kdelc2	chr9:53401816:+	3' most exon	0.254	0.254
4930550C14Rik	chr9:53434365:+	3' most exon	0.252	0.252
4930550C14Rik	chr9:53432806:+	3' most exon	0.748	0.748
Npat	chr9:53574289:+	3' most exon	0.0912	0.0912
Npat	chr9:53572958:+	3' most exon	0.131	0.131
Npat	chr9:53573924:+	3' most exon	0.465	0.465
Npat	chr9:53573643:+	3' most exon	0.077	0.077
Npat	chr9:53574174:+	3' most exon	0.236	0.236
Gm16124	chr9:53681330:+	Single exon	0.629	0.629
Gm16124	chr9:53667740:+	Intron	0.371	0.371
Idh3a	chr9:54603942:+	3' most exon	0.695	0.695
Idh3a	chr9:54604662:+	3' most exon	0.305	0.305
Dnaja4	chr9:54716219:+	3' most exon	0.0704	0.0704
Dnaja4	chr9:54715409:+	3' most exon	0.413	0.413
Dnaja4	chr9:54716319:+	3' most exon	0.516	0.516
Hykk	chr9:54949919:+	3' most exon	0.797	0.797
Hykk	chr9:54946561:+	3' most exon	0.203	0.203
Psma4	chr9:54958042:+	3' most exon	0.903	0.903
Psma4	chr9:54957810:+	3' most exon	0.0973	0.0973
Ube2q2	chr9:55207529:+	3' most exon	0.745	0.745
Ube2q2	chr9:55207007:+	3' most exon	0.255	0.255
Fbxo22	chr9:55224433:+	3' most exon	0.948	0.948
Fbxo22	chr9:55223756:+	3' most exon	0.052	0.052
Rcn2	chr9:56058994:+	3' most exon	0.22	0.22
Rcn2	chr9:56058888:+	3' most exon	0.78	0.78
Hmg20a	chr9:56438451:+	Intron	0.914	0.914
Hmg20a	chr9:56496886:+	3' most exon	0.0864	0.0864
Snupn	chr9:56983206:+	3' most exon	0.887	0.887
Snupn	chr9:56986261:+	3' most exon	0.113	0.113
Sin3a	chr9:57128328:+	3' most exon	0.498	0.498
Sin3a	chr9:57110987:+	Internal exon	0.0614	0.0614
Sin3a	chr9:57128153:+	3' most exon	0.441	0.441
Fam219b	chr9:57543188:+	3' most exon	0.618	0.618
Fam219b	chr9:57541442:+	3' most exon	0.382	0.382
Scamp2	chr9:57588760:+	3' most exon	0.867	0.867
Scamp2	chr9:57587779:+	3' most exon	0.133	0.133
Edc3	chr9:57750163:+	3' most exon	0.737	0.737
Edc3	chr9:57748978:+	3' most exon	0.117	0.117
Edc3	chr9:57748769:+	3' most exon	0.146	0.146
Sema7a	chr9:57962819:+	3' most exon	0.673	0.673
Sema7a	chr9:57962198:+	3' most exon	0.327	0.327
Cyp11a1	chr9:58027021:+	3' most exon	0.552	0.552
Cyp11a1	chr9:58006831:+	Intron	0.448	0.448
Stra6	chr9:58153997:+	3' most exon	0.92	0.92
Stra6	chr9:58156263:+	3' most exon	0.0796	0.0796
6030419C18Rik	chr9:58499749:+	3' most exon	0.488	0.488
6030419C18Rik	chr9:58502582:+	3' most exon	0.168	0.168
6030419C18Rik	chr9:58493513:+	Intron	0.0687	0.0687
6030419C18Rik	chr9:58490473:+	Intron	0.275	0.275
Celf6	chr9:59607205:+	3' most exon	0.65	0.65
Celf6	chr9:59606352:+	3' most exon	0.35	0.35
Myo9a	chr9:59928866:+	3' most exon	0.573	0.573
Myo9a	chr9:59927199:+	3' most exon	0.303	0.303
Myo9a	chr9:59926357:+	3' most exon	0.124	0.124
