Gene_Symbol	Ensemble_ID	Peak_ID	Chromosome	Peak_Start	Peak_End	Strand
Trmt2b	ENSMUSG00000067369.12	ENSMUSG00000067369.12_1_1	X	134262510	134262851	-
Trmt2b	ENSMUSG00000067369.12	ENSMUSG00000067369.12_2_1	X	134223123	134223472	-
Tspan6	ENSMUSG00000067377.12	ENSMUSG00000067377.12_1_1	X	133891771	133891899	-
Tspan6	ENSMUSG00000067377.12	ENSMUSG00000067377.12_1_2	X	133891100	133891445	-
Zfp563	ENSMUSG00000067424.12	ENSMUSG00000067424.12_1_1	17;17	33105670;33105841	33105840;33106138	+;+
Zfp763	ENSMUSG00000067430.7	ENSMUSG00000067430.7_1_1	17	33016870	33017239	-
Hist1h4j	ENSMUSG00000067455.5	ENSMUSG00000067455.5_1_1	13	21735460	21735833	+
Hdac8	ENSMUSG00000067567.12	ENSMUSG00000067567.12_1_1	X	102284656	102285022	-
Ms4a15	ENSMUSG00000067571.4	ENSMUSG00000067571.4_1_1	19	10978312	10978695	-
Cbln4	ENSMUSG00000067578.3	ENSMUSG00000067578.3_1_1	2	172036245	172036631	-
S1pr3	ENSMUSG00000067586.4	ENSMUSG00000067586.4_1_2	13	51421645	51422111	+
Ankrd23	ENSMUSG00000067653.12	ENSMUSG00000067653.12_1_1	1	36530260	36530551	-
Prkag1	ENSMUSG00000067713.7	ENSMUSG00000067713.7_1_1	15	98812811	98813190	-
Nnat	ENSMUSG00000067786.16	ENSMUSG00000067786.16_1_1	2	157561730	157561858	+
Nnat	ENSMUSG00000067786.16	ENSMUSG00000067786.16_1_2	2	157562127	157562502	+
Blcap	ENSMUSG00000067787.10	ENSMUSG00000067787.10_1_1	2	157556368	157556766	-
Myl9	ENSMUSG00000067818.6	ENSMUSG00000067818.6_1_1	2	156781267	156781639	+
Pex26	ENSMUSG00000067825.11	ENSMUSG00000067825.11_1_2	6	121195785	121196172	+
Romo1	ENSMUSG00000067847.13	ENSMUSG00000067847.13_1_1	2	156145601	156145796	+
Arfgef1	ENSMUSG00000067851.11	ENSMUSG00000067851.11_2_1	1	10137580	10137967	-
Zic3	ENSMUSG00000067860.11	ENSMUSG00000067860.11_1_2	X	58036234	58036587	+
Htatsf1	ENSMUSG00000067873.11	ENSMUSG00000067873.11_1_1	X	57056921	57057174	+
Htatsf1	ENSMUSG00000067873.11	ENSMUSG00000067873.11_2_1	X	57066779	57067169	+
AC103620.3	ENSMUSG00000067879.3	ENSMUSG00000067879.3_1_1	1	9626739	9627123	+
Sptbn2	ENSMUSG00000067889.4	ENSMUSG00000067889.4_1_1	19	4751971	4752352	+
RP23-360J20.1	ENSMUSG00000067916.9	ENSMUSG00000067916.9_1_2	4;4	147180365;147180561	147180560;147180752	+;+
Cxx1b	ENSMUSG00000067924.4	ENSMUSG00000067924.4_1_1	X	53669166	53669510	-
Cxx1a	ENSMUSG00000067925.4	ENSMUSG00000067925.4_1_1	X	53642484	53642836	-
Zfp760	ENSMUSG00000067928.6	ENSMUSG00000067928.6_1_1	17	21725242	21725623	+
Zfp160	ENSMUSG00000067942.6	ENSMUSG00000067942.6_4_2	17	21042613	21043033	+
Gtf2f2	ENSMUSG00000067995.4	ENSMUSG00000067995.4_1_1	14;14	75896959;75897352	75897351;75897628	-;-
Lrch1	ENSMUSG00000068015.8	ENSMUSG00000068015.8_1_2	14	74754707	74755044	-
Mllt4	ENSMUSG00000068036.14	ENSMUSG00000068036.14_2_1	17	13905355	13905783	+
Tcp1	ENSMUSG00000068039.12	ENSMUSG00000068039.12_1_1	17	12918074	12918321	+
Tcp1	ENSMUSG00000068039.12	ENSMUSG00000068039.12_2_1	17	12924280	12924537	+
Tcp1	ENSMUSG00000068039.12	ENSMUSG00000068039.12_2_2	17	12924728	12924974	+
Tm9sf4	ENSMUSG00000068040.10	ENSMUSG00000068040.10_1_2	2	153210059	153210459	+
Tcf15	ENSMUSG00000068079.5	ENSMUSG00000068079.5_1_1	2	152148729	152149083	+
AC104325.1	ENSMUSG00000068099.4	ENSMUSG00000068099.4_1_1	15	82259834	82260035	+
AC104325.1	ENSMUSG00000068099.4	ENSMUSG00000068099.4_1_2	15	82260378	82260727	+
Tnfrsf13c	ENSMUSG00000068105.11	ENSMUSG00000068105.11_1_2	15	82221804	82222130	-
Ccdc134	ENSMUSG00000068114.7	ENSMUSG00000068114.7_1_1	15	82141806	82142175	+
Zfp120	ENSMUSG00000068134.13	ENSMUSG00000068134.13_1_3	2	150114438	150114798	-
Insm1	ENSMUSG00000068154.5	ENSMUSG00000068154.5_1_1	2	146224719	146225002	+
Ndufaf2	ENSMUSG00000068184.7	ENSMUSG00000068184.7_1_1	13	108052607	108052933	-
Macrod2	ENSMUSG00000068205.14	ENSMUSG00000068205.14_1_1	2	140420090	140420467	+
Macrod2	ENSMUSG00000068205.14	ENSMUSG00000068205.14_4_1	2	142392545	142392940	+
Pick1	ENSMUSG00000068206.13	ENSMUSG00000068206.13_1_1	15	79249058	79249448	+
Lgals1	ENSMUSG00000068220.6	ENSMUSG00000068220.6_1_1	15	78930021	78930187	+
RP23-24J10.5	ENSMUSG00000068240.5	ENSMUSG00000068240.5_1_1	4	3973081	3973530	-
Amn1	ENSMUSG00000068250.13	ENSMUSG00000068250.13_1_1	6	149157582	149157809	-
Ap5s1	ENSMUSG00000068264.11	ENSMUSG00000068264.11_2_1	2	131213123	131213495	+
Cenpb	ENSMUSG00000068267.5	ENSMUSG00000068267.5_1_1	2	131177299	131177657	-
Shroom4	ENSMUSG00000068270.15	ENSMUSG00000068270.15_1_3	X	6637085	6637409	+
Usf3	ENSMUSG00000068284.14	ENSMUSG00000068284.14_2_2	16	44227061	44227454	+
Ddrgk1	ENSMUSG00000068290.11	ENSMUSG00000068290.11_1_1	2	130654050	130654301	-
RP23-448G18.4	ENSMUSG00000068299.11	ENSMUSG00000068299.11_1_1	6	85899123	85899430	-
Aup1	ENSMUSG00000068328.9	ENSMUSG00000068328.9_1_1	6	83057276	83057664	+
Htra2	ENSMUSG00000068329.12	ENSMUSG00000068329.12_1_1	6;6	83051292;83051618	83051617;83051773	-;-
Dok1	ENSMUSG00000068335.6	ENSMUSG00000068335.6_2_1	6	83030976	83031300	-
RP24-297H17.3	ENSMUSG00000068373.15	ENSMUSG00000068373.15_1_2	2;2	104143063;104143421	104143420;104143628	-;-
Chrac1	ENSMUSG00000068391.8	ENSMUSG00000068391.8_1_1	15	73093683	73094060	+
Duox2	ENSMUSG00000068452.7	ENSMUSG00000068452.7_1_1	2	122279271	122279583	-
Mfap1a	ENSMUSG00000068479.5	ENSMUSG00000068479.5_1_1	2	121494305	121494430	-
Aard	ENSMUSG00000068522.4	ENSMUSG00000068522.4_1_1	15	52045338	52045715	+
Gng5	ENSMUSG00000068523.12	ENSMUSG00000068523.12_1_1	3	146503283	146503471	+
Gng5	ENSMUSG00000068523.12	ENSMUSG00000068523.12_1_2	3	146505333	146505533	+
Zfp467	ENSMUSG00000068551.12	ENSMUSG00000068551.12_1_1	6	48437658	48437859	-
Zfp467	ENSMUSG00000068551.12	ENSMUSG00000068551.12_1_2	6	48436677	48436962	-
Zfp467	ENSMUSG00000068551.12	ENSMUSG00000068551.12_3_1	6	48427639	48427938	-
Myadm	ENSMUSG00000068566.12	ENSMUSG00000068566.12_1_1	7	3298903	3299347	+
Zfyve19	ENSMUSG00000068580.11	ENSMUSG00000068580.11_1_1	2	119216675	119217030	+
Gjd2	ENSMUSG00000068615.4	ENSMUSG00000068615.4_1_1	2	114009610	114010006	-
Efcab1	ENSMUSG00000068617.5	ENSMUSG00000068617.5_1_3	16;16	14924999;14925330	14925329;14925522	+;+
Clec16a	ENSMUSG00000068663.14	ENSMUSG00000068663.14_3_1	16	10744477	10744865	+
Gpr88	ENSMUSG00000068696.6	ENSMUSG00000068696.6_1_1	3	116249721	116250257	-
Myoz1	ENSMUSG00000068697.7	ENSMUSG00000068697.7_1_1	14	20649142	20649467	-
Tmem167b	ENSMUSG00000068732.5	ENSMUSG00000068732.5_1_4	3;3	108556453;108556748	108556747;108557054	-;-
Trp53i11	ENSMUSG00000068735.14	ENSMUSG00000068735.14_1_1	2	93201365	93201749	+
Sars	ENSMUSG00000068739.13	ENSMUSG00000068739.13_1_1	3	108426574	108426957	-
Celsr2	ENSMUSG00000068740.13	ENSMUSG00000068740.13_1_1	3	108390889	108391275	-
Cry2	ENSMUSG00000068742.11	ENSMUSG00000068742.11_2_1	2	92403660	92404035	-
Sort1	ENSMUSG00000068747.14	ENSMUSG00000068747.14_1_1	3	108357741	108357959	+
Sort1	ENSMUSG00000068747.14	ENSMUSG00000068747.14_1_2	3	108361091	108361483	+
Ptprz1	ENSMUSG00000068748.7	ENSMUSG00000068748.7_2_1	6	23052515	23052907	+
Psma5	ENSMUSG00000068749.9	ENSMUSG00000068749.9_1_1	3	108279742	108279975	+
Gstm6	ENSMUSG00000068762.11	ENSMUSG00000068762.11_1_1	3	107938863	107939249	-
Rap1a	ENSMUSG00000068798.10	ENSMUSG00000068798.10_1_1	3	105728307	105728790	-
Rap1a	ENSMUSG00000068798.10	ENSMUSG00000068798.10_1_2	3	105727410	105727510	-
Csde1	ENSMUSG00000068823.10	ENSMUSG00000068823.10_1_1	3	103056914	103057011	+
Csde1	ENSMUSG00000068823.10	ENSMUSG00000068823.10_1_2	3;3	103057605;103057804	103057803;103058165	+;+
Sf3b4	ENSMUSG00000068856.3	ENSMUSG00000068856.3_1_1	3	96177013	96177382	+
Sp9	ENSMUSG00000068859.5	ENSMUSG00000068859.5_1_1	2	73274889	73275716	+
Selenbp1	ENSMUSG00000068874.13	ENSMUSG00000068874.13_1_1	3	94944434	94944749	+
Ssb	ENSMUSG00000068882.13	ENSMUSG00000068882.13_1_1	2;2	69871142;69871500	69871499;69871794	+;+
Clk2	ENSMUSG00000068917.12	ENSMUSG00000068917.12_1_1	3	89176532	89176949	+
Dap3	ENSMUSG00000068921.14	ENSMUSG00000068921.14_1_1	3	88923630	88923890	-
Msto1	ENSMUSG00000068922.14	ENSMUSG00000068922.14_1_1	3	88909659	88909900	-
Syt11	ENSMUSG00000068923.14	ENSMUSG00000068923.14_1_3	3	88744726	88745153	-
Zbtb34	ENSMUSG00000068966.10	ENSMUSG00000068966.10_1_1	2	33406139	33406504	-
Urm1	ENSMUSG00000069020.9	ENSMUSG00000069020.9_1_1	2	29843784	29844052	+
Urm1	ENSMUSG00000069020.9	ENSMUSG00000069020.9_1_2	2	29844729	29844902	+
Slc7a14	ENSMUSG00000069072.9	ENSMUSG00000069072.9_2_2	3	31202878	31203283	-
Cdk7	ENSMUSG00000069089.8	ENSMUSG00000069089.8_1_1	13	100703331	100703482	-
Cdk7	ENSMUSG00000069089.8	ENSMUSG00000069089.8_1_2	13	100702831	100703027	-
Pde7a	ENSMUSG00000069094.12	ENSMUSG00000069094.12_2_2	3	19226068	19226392	-
Pde7a	ENSMUSG00000069094.12	ENSMUSG00000069094.12_2_3	3	19223152	19223432	-
Zbtb10	ENSMUSG00000069114.8	ENSMUSG00000069114.8_1_3	3	9284961	9285303	+
Fgfr1op	ENSMUSG00000069135.11	ENSMUSG00000069135.11_1_1	17;17	8195248;8195401	8195400;8195540	+;+
Fgfr1op	ENSMUSG00000069135.11	ENSMUSG00000069135.11_1_2	17	8196084	8196463	+
Adgrv1	ENSMUSG00000069170.14	ENSMUSG00000069170.14_5_1	13	81095119	81095447	-
Nr2f1	ENSMUSG00000069171.14	ENSMUSG00000069171.14_1_2	13	78188993	78189358	-
Zfp72	ENSMUSG00000069184.4	ENSMUSG00000069184.4_1_3	13	74369398	74369682	-
Zfp874a	ENSMUSG00000069206.14	ENSMUSG00000069206.14_2_3	13	67440452	67440794	-
Zfp825	ENSMUSG00000069208.9	ENSMUSG00000069208.9_1_1	13	74480067	74480445	-
Gprin1	ENSMUSG00000069227.4	ENSMUSG00000069227.4_1_1	13	54736692	54737052	-
Fam8a1	ENSMUSG00000069237.8	ENSMUSG00000069237.8_1_1	13	46677665	46678053	+
Dusp22	ENSMUSG00000069255.13	ENSMUSG00000069255.13_2_1	13	30710833	30711213	+
Ctxn3	ENSMUSG00000069372.3	ENSMUSG00000069372.3_1_1	18	57477719	57478119	+
Epc2	ENSMUSG00000069495.12	ENSMUSG00000069495.12_1_1	2	49550814	49551165	+
Lyz2	ENSMUSG00000069516.8	ENSMUSG00000069516.8_1_1	10	117277346	117277759	-
Tmem19	ENSMUSG00000069520.6	ENSMUSG00000069520.6_1_1	10	115342460	115342645	-
Tmem19	ENSMUSG00000069520.6	ENSMUSG00000069520.6_1_2	10	115341863	115342005	-
Tmem19	ENSMUSG00000069520.6	ENSMUSG00000069520.6_1_3	10	115340774	115341088	-
Scyl2	ENSMUSG00000069539.11	ENSMUSG00000069539.11_2_1	10	89640187	89640387	-
Scyl2	ENSMUSG00000069539.11	ENSMUSG00000069539.11_2_2	10	89639556	89639914	-
Scyl2	ENSMUSG00000069539.11	ENSMUSG00000069539.11_2_3	10	89639157	89639373	-
Scyl2	ENSMUSG00000069539.11	ENSMUSG00000069539.11_2_4	10	89638782	89639032	-
Dazap1	ENSMUSG00000069565.12	ENSMUSG00000069565.12_1_1	10;10	80287590;80287977	80287976;80288349	+;+
Ank3	ENSMUSG00000069601.14	ENSMUSG00000069601.14_4_3	10	70025102	70025352	+
Ank3	ENSMUSG00000069601.14	ENSMUSG00000069601.14_4_4	10	70026942	70027243	+
Gm10273	ENSMUSG00000069622.4	ENSMUSG00000069622.4_1_1	10	59396687	59396741	+
Strada	ENSMUSG00000069631.14	ENSMUSG00000069631.14_2_1	11	106163337	106163721	-
Pex11g	ENSMUSG00000069633.12	ENSMUSG00000069633.12_1_1	8	3458869	3459175	-
Marcks	ENSMUSG00000069662.5	ENSMUSG00000069662.5_1_1	10	37134844	37135201	-
Marcks	ENSMUSG00000069662.5	ENSMUSG00000069662.5_1_2	10	37133355	37133710	-
Nkain2	ENSMUSG00000069670.8	ENSMUSG00000069670.8_4_1	10	31689327	31689702	-
Pcgf1	ENSMUSG00000069678.10	ENSMUSG00000069678.10_1_1	6;6	83080563;83080663	83080662;83080807	+;+
AC102628.1	ENSMUSG00000069727.5	ENSMUSG00000069727.5_1_1	7	42660129	42660469	-
Arid1b	ENSMUSG00000069729.14	ENSMUSG00000069729.14_1_2	17	5344087	5344490	+
Psmb3	ENSMUSG00000069744.7	ENSMUSG00000069744.7_1_1	11	97713413	97713493	+
Tmem100	ENSMUSG00000069763.3	ENSMUSG00000069763.3_1_1	11	90036126	90036482	+
Msi2	ENSMUSG00000069769.13	ENSMUSG00000069769.13_3_2	11	88340217	88340433	-
Msi2	ENSMUSG00000069769.13	ENSMUSG00000069769.13_3_3	11	88339375	88339716	-
Wfdc17	ENSMUSG00000069792.5	ENSMUSG00000069792.5_1_1	11	83706098	83706262	+
Cacng7	ENSMUSG00000069806.5	ENSMUSG00000069806.5_1_3	7	3367896	3368230	+
Fam57a	ENSMUSG00000069808.13	ENSMUSG00000069808.13_1_1	11	76209015	76209405	+
Ccdc92b	ENSMUSG00000069814.6	ENSMUSG00000069814.6_1_1	11	74641111	74641490	+
Ahnak	ENSMUSG00000069833.12	ENSMUSG00000069833.12_1_1	19	9018807	9019180	+
Sco1	ENSMUSG00000069844.12	ENSMUSG00000069844.12_1_1	11	67064566	67064886	+
Atxn1l	ENSMUSG00000069895.4	ENSMUSG00000069895.4_1_1	8	109726471	109726955	-
RP23-29H5.3	ENSMUSG00000069899.3	ENSMUSG00000069899.3_1_2	11;11	46051346;46051461	46051460;46051543	-;-
Fam196b	ENSMUSG00000069911.10	ENSMUSG00000069911.10_1_1	11	34422250	34422637	+
Hba-a1	ENSMUSG00000069919.7	ENSMUSG00000069919.7_1_1	11	32284300	32284428	+
B3gnt9	ENSMUSG00000069920.10	ENSMUSG00000069920.10_1_2	8	105252638	105253023	-
Ell	ENSMUSG00000070002.7	ENSMUSG00000070002.7_1_1	8	70592527	70592815	+
Ssbp4	ENSMUSG00000070003.7	ENSMUSG00000070003.7_1_1	8;8	70597505;70597828	70597827;70598092	-;-
Fam149a	ENSMUSG00000070044.15	ENSMUSG00000070044.15_1_1	8	45339103	45339348	-
Fam149a	ENSMUSG00000070044.15	ENSMUSG00000070044.15_1_3	8	45336808	45337032	-
Fat1	ENSMUSG00000070047.14	ENSMUSG00000070047.14_1_1	8	45051878	45052247	+
Mfhas1	ENSMUSG00000070056.6	ENSMUSG00000070056.6_1_2	8	35678982	35679425	+
Gmppb	ENSMUSG00000070284.10	ENSMUSG00000070284.10_1_1	9	108051631	108051816	+
Slc35g2	ENSMUSG00000070287.3	ENSMUSG00000070287.3_1_1	9	100552031	100552588	-
Scn2b	ENSMUSG00000070304.12	ENSMUSG00000070304.12_1_1	9	45129694	45130073	+
Rnf213	ENSMUSG00000070327.14	ENSMUSG00000070327.14_1_1	11	119487024	119487401	+
Ccnd1	ENSMUSG00000070348.5	ENSMUSG00000070348.5_1_3	7	144929959	144930309	-
Prss36	ENSMUSG00000070371.11	ENSMUSG00000070371.11_1_1	7	127932657	127933039	-
Capza1	ENSMUSG00000070372.11	ENSMUSG00000070372.11_1_1	3	104822948	104823339	-
Hs3st3b1	ENSMUSG00000070407.5	ENSMUSG00000070407.5_1_1	11	63885811	63886188	-
Rnf121	ENSMUSG00000070426.12	ENSMUSG00000070426.12_1_1	7	102020256	102020433	-
Rnf121	ENSMUSG00000070426.12	ENSMUSG00000070426.12_1_2	7	102019172	102019506	-
Serpinh1	ENSMUSG00000070436.12	ENSMUSG00000070436.12_1_1	7	99345423	99345820	-
Mesdc1	ENSMUSG00000070462.4	ENSMUSG00000070462.4_1_1	7	83881581	83881906	-
Fam217b	ENSMUSG00000070476.10	ENSMUSG00000070476.10_1_2	2	178424034	178424399	+
Chchd2	ENSMUSG00000070493.3	ENSMUSG00000070493.3_1_1	5	129881180	129881395	-
Tmem132b	ENSMUSG00000070498.3	ENSMUSG00000070498.3_1_1	5;5	125792016;125792214	125792213;125792574	+;+
Rgma	ENSMUSG00000070509.15	ENSMUSG00000070509.15_1_2	7	73419433	73419896	+
Nsmce3	ENSMUSG00000070520.4	ENSMUSG00000070520.4_1_1	7	64871727	64872099	-
Mkrn3	ENSMUSG00000070527.3	ENSMUSG00000070527.3_1_1	7	62417624	62418062	-
Ccdc190	ENSMUSG00000070532.5	ENSMUSG00000070532.5_1_1	1;1	169934064;169934337	169934336;169934569	+;+
Rasal2	ENSMUSG00000070565.11	ENSMUSG00000070565.11_1_2	1	157135196	157135628	-
Slc17a7	ENSMUSG00000070570.5	ENSMUSG00000070570.5_1_1	7	45175829	45176103	+
Mn1	ENSMUSG00000070576.4	ENSMUSG00000070576.4_1_1	5	111456674	111457004	+
RP23-308N2.9	ENSMUSG00000070637.2	ENSMUSG00000070637.2_1_1	4;4	141432669;141432988	141432987;141433265	-;-
Lrrc8b	ENSMUSG00000070639.5	ENSMUSG00000070639.5_1_1	5	105489683	105490059	+
Sox13	ENSMUSG00000070643.11	ENSMUSG00000070643.11_2_1	1;1	133382329;133382589	133382588;133382681	-;-
Htr1d	ENSMUSG00000070687.11	ENSMUSG00000070687.11_1_2	4	136444058	136444360	+
Cntnap5a	ENSMUSG00000070695.4	ENSMUSG00000070695.4_1_2	1	116586944	116587275	+
Utp3	ENSMUSG00000070697.4	ENSMUSG00000070697.4_1_1	5	88555670	88556062	+
Sars2	ENSMUSG00000070699.5	ENSMUSG00000070699.5_1_1	7	28753472	28753830	+
Eid2b	ENSMUSG00000070705.3	ENSMUSG00000070705.3_1_1	7	28278084	28278272	+
Eid2b	ENSMUSG00000070705.3	ENSMUSG00000070705.3_1_2	7	28278606	28278961	+
Eid2b	ENSMUSG00000070705.3	ENSMUSG00000070705.3_1_3	7	28279145	28279452	+
AC139063.2	ENSMUSG00000070709.12	ENSMUSG00000070709.12_1_1	7	27908762	27909082	-
RP23-39F24.2	ENSMUSG00000070713.5	ENSMUSG00000070713.5_1_1	8	72304267	72304361	-
Rmdn3	ENSMUSG00000070730.11	ENSMUSG00000070730.11_1_1	2	119137017	119137389	-
Fryl	ENSMUSG00000070733.13	ENSMUSG00000070733.13_2_1	5	73020215	73020686	-
RP23-153M14.8	ENSMUSG00000070737.10	ENSMUSG00000070737.10_1_1	4	127129241	127129621	+
Dgkd	ENSMUSG00000070738.10	ENSMUSG00000070738.10_1_1	1	87944113	87944484	+
Pnmal2	ENSMUSG00000070802.5	ENSMUSG00000070802.5_1_1	7	16948441	16948814	+
Cited4	ENSMUSG00000070803.6	ENSMUSG00000070803.6_1_1	4	120667426	120667811	+
Zmynd12	ENSMUSG00000070806.5	ENSMUSG00000070806.5_1_1	4	119453600	119453878	+
Gltscr1	ENSMUSG00000070808.4	ENSMUSG00000070808.4_1_1	7;7	15970659;15970903	15970902;15971057	-;-
Zscan18	ENSMUSG00000070822.5	ENSMUSG00000070822.5_1_1	7	12768097	12768501	-
AC163329.3	ENSMUSG00000070858.12	ENSMUSG00000070858.12_1_1	5	33984914	33985012	+
Ccnyl1	ENSMUSG00000070871.10	ENSMUSG00000070871.10_1_3	1;1	64725114;64725308	64725307;64725628	+;+
Gad1	ENSMUSG00000070880.10	ENSMUSG00000070880.10_2_1	2	70601621	70602003	+
Ccdc173	ENSMUSG00000070883.3	ENSMUSG00000070883.3_1_1	2	69758092	69758393	-
Klhl9	ENSMUSG00000070923.4	ENSMUSG00000070923.4_1_1	4	88718317	88718664	-
Rraga	ENSMUSG00000070934.6	ENSMUSG00000070934.6_1_1	4	86576937	86577277	+
Tgfbrap1	ENSMUSG00000070939.9	ENSMUSG00000070939.9_1_1	1	43047271	43047632	-
Rabepk	ENSMUSG00000070953.13	ENSMUSG00000070953.13_1_1	2	34779238	34779518	-
Dnajc25	ENSMUSG00000070972.13	ENSMUSG00000070972.13_1_1	4	59022608	59022964	+
Hrct1	ENSMUSG00000071001.4	ENSMUSG00000071001.4_1_1	4	43727747	43728074	+
Ndufb6	ENSMUSG00000071014.10	ENSMUSG00000071014.10_1_1	4	40270662	40270823	-
Rasgrp3	ENSMUSG00000071042.11	ENSMUSG00000071042.11_1_2	17	75528682	75529036	+
Safb	ENSMUSG00000071054.12	ENSMUSG00000071054.12_1_1	17	56605820	56606280	+
Zfp827	ENSMUSG00000071064.13	ENSMUSG00000071064.13_3_3	8	79193399	79193750	+
Lrrc73	ENSMUSG00000071073.4	ENSMUSG00000071073.4_1_1	17	46256824	46257303	+
Yipf3	ENSMUSG00000071074.9	ENSMUSG00000071074.9_1_1	17	46251616	46251996	+
Jund	ENSMUSG00000071076.6	ENSMUSG00000071076.6_1_1	8	70700182	70700616	+
AC114558.6	ENSMUSG00000071103.9	ENSMUSG00000071103.9_1_1	8	45953648	45953786	-
Srsf3	ENSMUSG00000071172.12	ENSMUSG00000071172.12_1_1	17	29041738	29042179	+
Srsf3	ENSMUSG00000071172.12	ENSMUSG00000071172.12_1_2	17	29042495	29042808	+
Arhgef10	ENSMUSG00000071176.10	ENSMUSG00000071176.10_1_1	8	15000150	15000378	+
Arhgef10	ENSMUSG00000071176.10	ENSMUSG00000071176.10_1_2	8	15000757	15001048	+
Smim15	ENSMUSG00000071180.5	ENSMUSG00000071180.5_1_1	13	108048789	108049156	+
Syndig1l	ENSMUSG00000071234.3	ENSMUSG00000071234.3_1_2	12	84677300	84677501	-
RP23-198N22.1	ENSMUSG00000071252.6	ENSMUSG00000071252.6_1_1	13;13	77192998;77193393	77193392;77193797	+;+
Slc25a16	ENSMUSG00000071253.8	ENSMUSG00000071253.8_1_1	10	62946032	62946471	+
Zfp213	ENSMUSG00000071256.3	ENSMUSG00000071256.3_1_1	17	23556799	23557153	-
Zfp946	ENSMUSG00000071266.13	ENSMUSG00000071266.13_1_1	17	22456320	22456672	+
Zfp942	ENSMUSG00000071267.11	ENSMUSG00000071267.11_1_1	17	21926989	21927342	-
Zfp65	ENSMUSG00000071281.12	ENSMUSG00000071281.12_1_2	13	67705351	67705659	-
Zfp58	ENSMUSG00000071291.10	ENSMUSG00000071291.10_1_1	13	67490179	67490539	-
RP24-122D14.1	ENSMUSG00000071302.10	ENSMUSG00000071302.10_2_1	8	129217350	129217560	-
RP24-122D14.1	ENSMUSG00000071302.10	ENSMUSG00000071302.10_2_2	8	129216690	129217017	-
Tia1	ENSMUSG00000071337.11	ENSMUSG00000071337.11_1_2	6	86431875	86432115	+
Tia1	ENSMUSG00000071337.11	ENSMUSG00000071337.11_1_3	6	86432448	86432761	+
Tia1	ENSMUSG00000071337.11	ENSMUSG00000071337.11_1_4	6	86433117	86433316	+
Egr4	ENSMUSG00000071341.4	ENSMUSG00000071341.4_1_1	6	85511131	85511530	-
Lsmem1	ENSMUSG00000071342.5	ENSMUSG00000071342.5_1_1	12	40176125	40176804	-
Setdb2	ENSMUSG00000071350.12	ENSMUSG00000071350.12_2_1	14	59402058	59402369	-
Tbpl1	ENSMUSG00000071359.13	ENSMUSG00000071359.13_1_1	10	22705398	22705756	-
Tbpl1	ENSMUSG00000071359.13	ENSMUSG00000071359.13_1_2	10	22703935	22704182	-
Map3k5	ENSMUSG00000071369.11	ENSMUSG00000071369.11_1_1	10	20141880	20142270	+
Hpcal1	ENSMUSG00000071379.2	ENSMUSG00000071379.2_1_1	12	17791533	17791922	+
Rpl23	ENSMUSG00000071415.6	ENSMUSG00000071415.6_1_1	11;11	97778057;97778234	97778233;97778361	-;-
Grid2	ENSMUSG00000071424.10	ENSMUSG00000071424.10_1_3	6	64667925	64668266	+
Psmg4	ENSMUSG00000071451.10	ENSMUSG00000071451.10_1_1	13	34177977	34178196	+
Dtnb	ENSMUSG00000071454.13	ENSMUSG00000071454.13_2_1	12	3779624	3779726	+
Dtnb	ENSMUSG00000071454.13	ENSMUSG00000071454.13_3_1	12	3781130	3781396	+
Zfp777	ENSMUSG00000071477.10	ENSMUSG00000071477.10_2_1	6	48024251	48024725	-
Usmg5	ENSMUSG00000071528.3	ENSMUSG00000071528.3_1_1	19	47083468	47083557	-
Pcnp	ENSMUSG00000071533.11	ENSMUSG00000071533.11_2_1	16	56015526	56015890	-
Nt5dc2	ENSMUSG00000071547.4	ENSMUSG00000071547.4_1_1	14	31138641	31139117	+
Cpa2	ENSMUSG00000071553.10	ENSMUSG00000071553.10_1_1	6	30564268	30564468	+
Rnls	ENSMUSG00000071573.13	ENSMUSG00000071573.13_1_1	19	33137752	33138133	-
Fam189a2	ENSMUSG00000071604.4	ENSMUSG00000071604.4_1_1	19	23972795	23973157	-
Cebpd	ENSMUSG00000071637.5	ENSMUSG00000071637.5_1_1	16	15888067	15888450	+
Eef1g	ENSMUSG00000071644.10	ENSMUSG00000071644.10_1_1	19	8977965	8978166	+
Tut1	ENSMUSG00000071645.5	ENSMUSG00000071645.5_1_1	19	8965862	8966168	+
Mta2	ENSMUSG00000071646.9	ENSMUSG00000071646.9_1_1	19	8951907	8952286	+
Eml3	ENSMUSG00000071647.5	ENSMUSG00000071647.5_1_1	19	8941221	8941538	+
Rom1	ENSMUSG00000071648.3	ENSMUSG00000071648.3_1_1	19	8927430	8927781	-
B3gat3	ENSMUSG00000071649.5	ENSMUSG00000071649.5_1_1	19	8926835	8927216	+
Ganab	ENSMUSG00000071650.5	ENSMUSG00000071650.5_1_1	19	8916265	8916665	+
Ints5	ENSMUSG00000071652.7	ENSMUSG00000071652.7_1_1	19	8897516	8897870	+
Uqcc3	ENSMUSG00000071654.5	ENSMUSG00000071654.5_1_1	19	8880085	8880724	-
Ubxn1	ENSMUSG00000071655.11	ENSMUSG00000071655.11_1_1	19	8875531	8875658	+
Bscl2	ENSMUSG00000071657.12	ENSMUSG00000071657.12_1_1	19	8848463	8848656	+
Gng3	ENSMUSG00000071658.4	ENSMUSG00000071658.4_1_1	19	8837825	8838202	-
